path	size	sha256
figures/source_derived/figure4_query_thresholds.csv	179	7aae6cdfba392ab0343cb0ba8fd99fdd81d9711537316359f1ee28799779f249
figures/source_derived/figure4_reasoning_depth.csv	89	022119c0b08df906a81fddf4d3ddceced73ca8ab691522c9d1ddd5da20d2bb12
figures/source_derived/figure4_robustness_floors.csv	212	e551437af976f9f89bc18789ea315eb92d4e7839cc8e03a53a9a2cc2d0d228d5
figures/source_derived/figure4_tifs_cross_dataset_forest.csv	412	a731b2ae007445aac17b2d68e8923d8325e6087ad5e1a2dea442cdc2341d4489
figures/source_derived/figure4_tifs_hyperparameter_profile.csv	1175	638c0adf5d45d0106b8bcb13f95c0564773521be883fc1372719f1f2e88f4cd5
figures/source_derived/figure4_tifs_operating_floors.csv	235	5d72f66a83db96a172984aa78f4c223fdb8f88dba864b842ae1fbd87f372a42f
figures/source_derived/figure4_tifs_query_threshold_labels.csv	98	aef54918517bc86d3bdd2c70269067c3eb1c6aa3f075fcd32887ee32f942122f
figures/source_derived/figure4_tifs_query_thresholds.csv	155	306c8bda3daf9c2c9eb655c1278b8aa3550e7207729ce9eadf641937fccade33
figures/source_derived/figure4_tifs_reasoning_depth_profile.csv	294	0a146b39551c5f4f51db1be2cfc2750fd563553395238424c5ca0991f8c9d661
figures/source_derived/figure4_tifs_trace_budget_profile.csv	445	de0341f9dbcb278fd9e03cdce2b2f564bb1a8b0964e78186e3a15e63ed58eb06
figures/source_derived/figure4_trace_budget.csv	127	f624b09279280f077f5063ae6203edf498fa434ea0c22de68e75dd8cec0b7696
figures/source_derived/forensic_envelope_base_reference.csv	1084	135059fc68e7d1393d650a128fdba8b047878229ac21eceddde95768cec4883d
figures/source_derived/forensic_envelope_cross_family_summary.csv	312	e8504a27c0dc48c1ce1b4c80a6a6ec58272cba4f1d64bcd92a538bdecba14f63
figures/source_derived/forensic_envelope_open_set_summary.csv	1194	82f6d90a80d17b94f3e04243a7a3863a4b960956fb006e5d6af81e6410f56995
figures/source_derived/forensic_envelope_tifs_absent_candidate.csv	1586	09ef3df4c2fc11d81d2e569be5e32fc23400ccabf28017176148182391a7be0f
figures/source_derived/forensic_envelope_tifs_cross_family.csv	207	ac71739e9997ad5c7e945a8722029fcdad36586e7c2fca2ca572e82bcd1bb668
figures/source_derived/forensic_envelope_tifs_reference_gate.csv	652	dd80085949bc78af99b6797e28809f454bb2344b13c326cda856cff15740acab
figures/source_derived/pi_lock_adaptive_base_points.csv	1118	da7889ba570c449cc9ff6fbb22eddd891f9031f6628dbe60775de0163203af77
figures/source_derived/pi_lock_adaptive_cml_heatmap.csv	2327	c0613f39010965aaf256951965a67ea4b9c4b141f35c8c211295d09a02b5e8c5
figures/source_derived/pi_lock_adaptive_for_plot.csv	45218	38aab23b8aba54612aac14e95e05ccdb0aef5b413a4f05771a13c5e2fb55dd53
figures/source_derived/pi_lock_baseline_for_plot.csv	1534	bdf539781d39d302d573bc107f231cea321c0dab2559c79e58e393fa29e06067
figures/source_derived/pi_lock_cross_base_for_plot.csv	7209	844e2267e66e937a8550cbe9c15e7013c5a1759611e8637e6c6b740e55c71436
figures/source_derived/pi_lock_mtcr_for_plot.csv	3824	28de949dfe03d5884687ed9cb8374ad3e94597e6243bb7b41a89f95fe3b76f80
figures/source_derived/pi_lock_open_set_for_plot.csv	612	d6e48199e620a827a7d6f49b4f0de1eea907dab18707a470b5f51350adf5044f
figures/source_derived/pi_lock_student_ci_for_plot.csv	157	d861f90bafd8673e2aa95b04be4863eaca869288dab8d3cb7eb629aeec23ef36
figures/source_derived/supp_adaptive_attack_summary.csv	957	1fc1dc53d7f8a4d10b07770757da8c4071d9272cfa7010d6c73b1f1b6fec7073
figures/source_derived/supp_baseline_summary.csv	713	ebffaa3c26286af56f385372fb9d39c2996480a27e3152a219f393c63cf04347
figures/source_derived/supp_cross_base_task_heatmap.csv	979	f9963c65cfcabddedab70ee5a2fcbff499748297b2beba484bf0774e6d05ea0b
figures/source_derived/supp_mtcr_task_profile.csv	3864	9f34a64ea54ae3bed25d8af30c5fdb284b3560c737913dd9814bbd6adc25e63e
figures/source_derived/supp_open_set_summary.csv	224	3e9c675e629b9705c5c0aaeca76e00f6ff797811656d9d507cd81955b27fc874
figures/source_derived/supp_student_effect_size_ci.csv	4175	de9f2994955b1bb74a6050e413e16edbb5e4cbb77376d6984ce04a90f07e6116
figures/source_external/fig1_cml_protocol_external_source_20260624_155038.png	1317794	d509aca227d2b35920dea4b87c36fddff9ad506cbd75d17dbfe9f47c70b85d23
main.tex	54275	b59e21dccee2453c4788532529342437c5f080267b393918da9404db17a107e9
references.bib	35013	63ecc85998f16f0e632225615d717b2b2bb2a6cf360466397f5ef30cc3030eb9
results_90pt/summaries/base_mismatch_calibration_summary.csv	1459	fdbbacc72934875e8cf74a4e08625480f6da83883459ff05dc2a4e14d81ed3cf
results_90pt/summaries/cross_base_student_matrix.csv	1696	d5bff37045b25681a7abe7a18019356d615fc4290ad12f2a54aaaa711c0229ce
results_90pt/summaries/out_of_set_abstention_summary.csv	9207	fee2ec103c6349c13070ab848b3459bcd48d5b9e24f249b3d4813a5dd90f4785
results_90pt/summaries/tifs_adaptive_attack_summary.csv	43802	6025cdfd96a9e29f148fe87e7f4c6ab76548e736f954efa7c93a45ddadd1deb1
results_90pt/summaries/tifs_baseline_head_to_head.csv	19759	8e1f7ed7813bd7b5013900340ae0be452da493d574c2708c587ca486dd2598d8
results_90pt/summaries/tifs_cross_base_task_matrix.csv	4529	69ccd4a18e0b18ca11d49fa3b9a00bb573b12d939921e0dee04d94f01fc0005a
results_90pt/summaries/tifs_open_set_abstention_summary.csv	10026	b3e686de6289a47de063a05c965a8ddbcb361bd64693414739d5a530e6787450
results_90pt/summaries/tifs_student_level_ci.csv	11284	79b5d52a39ddb128e4ee41048a2bda3808ccb755361f5ba9711961a8fcd91912
sections/abstract_body.tex	1612	1344a812480bf31bd8902363effc0ef116a2b6ee2507723e8379218c73cf2a61
sections/appendix.tex	8295	b980d0b7717cebbe2acc1d79f39b1fd72f8504d857268c15c9aa2e752b6d460d
sections/conclusion.tex	1850	67f0b5b53b2a1c3cadb1dc1fb15829230689f189644ca7222ce8d4cb99ba0291
sections/discussion.tex	5590	aa8b3875455fd20caae9350ad10e2d8a597ce8cd849750df404e21e8c66f603a
sections/experimental_setup.tex	5873	edd9192087fab37163146368a4ba821c3a46f4564cffc186e409063168826ac4
sections/introduction.tex	8917	2fda4fe7d3b7aa8ab7861931c54e08df45d03952d83bfc3f0d0259da250078cf
sections/method.tex	9122	3b4fac9f1c53d69d995b22b7cfedf3f3585965d5aa7ea872ceb0a8fd64046b8c
sections/related_work.tex	4787	fae9a692237ff17afd56be1ebef23f863cdcdf2073ab95275214460f58034835
sections/results.tex	13933	7c5d9ae0852f5685c3c175e24f757aee5a24943250667186b797c82f716cc7c4
SOURCE_BUNDLE_README.txt	2346	e0a1ac9811a4ddfe6a258147e5d22d9d82a8be204bd0f5f381b5151602d3a8ac
supplementary.tex	11473	417a7ed2b914b128384b32eb23eec6e4a00e8f121d3ce41a962356dd62091d35
tables/supp_adaptive_stress.tex	775	af9c097b96d6c42bd6abd621ff341de09fb24d784cdd23073be529486582ce2e
tables/supp_baseline_head_to_head.tex	899	da8ee07c2de4664147f5006f58baf382ee4ad4357341336d17d0ebfa389cc3ed
tables/supp_open_set_triage.tex	604	eb3e50de12e208283c0d751aa50ec030eb0f7ab018e1f9d73c04133d583ccbf6
